series_id,scenario_group,target_tau_days,replicate,tau_acf_days,n_beta_rows,mean_beta_all,median_beta_all,n_beta_de_window,mean_beta_de_window,median_beta_de_window,de_window_min,de_window_max
seasonal_two_timescale_control_8_00,seasonal_two_timescale_control,8.0,0,6.76261883803926,125,0.9558227460648794,1.0487174028012014,57,0.9861599897683532,1.0331177134160252,0.5,2.0
seasonal_two_timescale_control_8_01,seasonal_two_timescale_control,8.0,1,11.430366357074314,125,0.9506292806650785,1.0097880949711826,33,0.8861924417194255,0.9592763016475665,0.5,2.0
seasonal_two_timescale_control_8_02,seasonal_two_timescale_control,8.0,2,5.8087871607366495,125,0.9473581267188899,1.0294772767140663,66,1.0233057865243256,1.0395877607191093,0.5,2.0
seasonal_two_timescale_control_8_03,seasonal_two_timescale_control,8.0,3,14.541305165311249,125,0.9263091059572632,1.009105725325289,27,0.7041232708662477,0.7356785656546133,0.5,2.0
seasonal_two_timescale_control_8_04,seasonal_two_timescale_control,8.0,4,8.065753099954998,125,0.9918961948552648,1.105409470445718,48,0.9622269964728277,1.0336300069794935,0.5,2.0
seasonal_two_timescale_control_8_05,seasonal_two_timescale_control,8.0,5,4.470634347862378,125,0.9476122472402566,1.038474794753977,86,1.031957266333452,1.040390051574946,0.5,2.0
seasonal_two_timescale_control_8_06,seasonal_two_timescale_control,8.0,6,7.463927016544904,125,0.9682735381862974,1.056114289954147,51,0.9870577862061716,1.0526601334726418,0.5,2.0
seasonal_two_timescale_control_8_07,seasonal_two_timescale_control,8.0,7,6.544424156393519,125,0.9609567341916786,1.047388629283327,59,1.0194486934009421,1.0495484823953452,0.5,2.0
seasonal_two_timescale_control_8_08,seasonal_two_timescale_control,8.0,8,8.771438768355655,125,0.9313202102715326,1.0026739317625906,44,0.9322170229601496,0.9929662299290214,0.5,2.0
seasonal_two_timescale_control_8_09,seasonal_two_timescale_control,8.0,9,6.7609736086448375,125,0.9532312319508647,1.0322058584575045,57,0.9889575267910521,1.0322058584575045,0.5,2.0
seasonal_two_timescale_control_8_10,seasonal_two_timescale_control,8.0,10,7.010341276099053,125,1.008197716560263,1.1270816816151925,55,1.029058541185172,1.1017946704938912,0.5,2.0
seasonal_two_timescale_control_8_11,seasonal_two_timescale_control,8.0,11,6.5490825371600945,125,0.987820073132254,1.083429309807003,59,1.0183444641391965,1.046915846447765,0.5,2.0
seasonal_two_timescale_control_8_12,seasonal_two_timescale_control,8.0,12,7.695750915731471,125,0.9369608609484503,1.018956556067318,50,0.9380832486998736,0.9864428085309058,0.5,2.0
seasonal_two_timescale_control_8_13,seasonal_two_timescale_control,8.0,13,6.874984750606721,125,0.9687779971757525,1.0579077401724273,56,1.005715996944913,1.0452359867728738,0.5,2.0
seasonal_two_timescale_control_16_00,seasonal_two_timescale_control,16.0,0,12.123354223341005,125,1.2687659817408656,1.3407016964086274,32,1.2784874614364932,1.3891804308705047,0.5,2.0
seasonal_two_timescale_control_16_01,seasonal_two_timescale_control,16.0,1,8.65769063461461,125,1.2477052955354784,1.2676638420457549,45,1.39702408933486,1.3963901002093988,0.5,2.0
seasonal_two_timescale_control_16_02,seasonal_two_timescale_control,16.0,2,14.186106815513183,125,1.2578850820596021,1.2976034871947006,27,1.2384359230907311,1.3143027854394802,0.5,2.0
seasonal_two_timescale_control_16_03,seasonal_two_timescale_control,16.0,3,11.339920508486362,125,1.2481266065143952,1.2976375225947954,34,1.357724749616684,1.4303754711523244,0.5,2.0
seasonal_two_timescale_control_16_04,seasonal_two_timescale_control,16.0,4,16.59807440160665,125,1.2376682570128208,1.2670157604429269,23,1.2236313561642853,1.3274296133911123,0.5,2.0
seasonal_two_timescale_control_16_05,seasonal_two_timescale_control,16.0,5,17.935315011177916,125,1.2168242817926749,1.2728999388188253,21,1.104938793687609,1.177121977599564,0.5,2.0
seasonal_two_timescale_control_16_06,seasonal_two_timescale_control,16.0,6,10.913311598600645,125,1.305251740975409,1.355124021366835,35,1.3429494965670334,1.4160896143780475,0.5,2.0
seasonal_two_timescale_control_16_07,seasonal_two_timescale_control,16.0,7,22.27743171902139,125,1.2503918442659938,1.2918391559262985,17,0.9999775119517416,1.0268070974194499,0.5,2.0
seasonal_two_timescale_control_16_08,seasonal_two_timescale_control,16.0,8,11.923030207803931,125,1.2255406524855008,1.2777404592614399,32,1.3087560959892395,1.4170134388127509,0.5,2.0
seasonal_two_timescale_control_16_09,seasonal_two_timescale_control,16.0,9,15.437537222214003,125,1.3404924104653795,1.3995334593824624,25,1.2201368625252769,1.307012052774526,0.5,2.0
seasonal_two_timescale_control_16_10,seasonal_two_timescale_control,16.0,10,19.17788152079563,125,1.2367909605106227,1.2627966207630128,20,1.0298312674378116,1.1097609682480134,0.5,2.0
seasonal_two_timescale_control_16_11,seasonal_two_timescale_control,16.0,11,20.165562304884897,125,1.29649740278787,1.3747690095940508,19,1.112459471164013,1.1539879392735497,0.5,2.0
seasonal_two_timescale_control_16_12,seasonal_two_timescale_control,16.0,12,17.792272250386624,125,1.2258068934559623,1.2855074014325845,21,1.0967168419961415,1.162341403016604,0.5,2.0
seasonal_two_timescale_control_16_13,seasonal_two_timescale_control,16.0,13,11.479836167678087,125,1.3166648685542102,1.3783134884698989,33,1.3369488828611462,1.3871148863469551,0.5,2.0
seasonal_two_timescale_control_32_00,seasonal_two_timescale_control,32.0,0,24.794072155246727,125,1.4483393835183327,1.4679118182953212,15,1.34648810429607,1.378029583865308,0.5,2.0
seasonal_two_timescale_control_32_01,seasonal_two_timescale_control,32.0,1,27.68926960813018,125,1.4676260333534046,1.4881408938895186,14,1.32336202029967,1.388039677111419,0.5,2.0
seasonal_two_timescale_control_32_02,seasonal_two_timescale_control,32.0,2,18.34590657509973,125,1.4542655523629358,1.4883791966197788,21,1.5119241878707677,1.607107121338779,0.5,2.0
seasonal_two_timescale_control_32_03,seasonal_two_timescale_control,32.0,3,21.945920420393797,125,1.4778377789232748,1.5025168545780918,18,1.460031769396003,1.5453803076974453,0.5,2.0
seasonal_two_timescale_control_32_04,seasonal_two_timescale_control,32.0,4,32.11133736514061,125,1.4807763855501168,1.4887092952449437,12,1.1252380657628567,1.1979392616443874,0.5,2.0
seasonal_two_timescale_control_32_05,seasonal_two_timescale_control,32.0,5,44.87371661885076,125,1.4245559703441144,1.4437115109109782,8,1.0713453218893227,1.1124632303224735,0.5,2.0
seasonal_two_timescale_control_32_06,seasonal_two_timescale_control,32.0,6,30.8118396241079,125,1.4722437837854383,1.4751140554485076,12,1.2829475425786236,1.3476554019279998,0.5,2.0
seasonal_two_timescale_control_32_07,seasonal_two_timescale_control,32.0,7,23.51464816676153,125,1.4483083434649167,1.4663469133982372,16,1.4269537859711363,1.4631756966785416,0.5,2.0
seasonal_two_timescale_control_32_08,seasonal_two_timescale_control,32.0,8,18.50467468136228,125,1.4592775239553684,1.4486548771073922,21,1.5865475705819232,1.651795074863187,0.5,2.0
seasonal_two_timescale_control_32_09,seasonal_two_timescale_control,32.0,9,15.086692607127226,125,1.4021638006564798,1.3781842371644535,25,1.6419825123896556,1.6998898497896684,0.5,2.0
seasonal_two_timescale_control_32_10,seasonal_two_timescale_control,32.0,10,24.49269037086688,125,1.4320226568278172,1.4258937068130102,15,1.4462909965261084,1.5056075227221528,0.5,2.0
seasonal_two_timescale_control_32_11,seasonal_two_timescale_control,32.0,11,29.068852389913786,125,1.4073209938493503,1.376169157439165,13,1.3218057528388363,1.360427585400149,0.5,2.0
seasonal_two_timescale_control_32_12,seasonal_two_timescale_control,32.0,12,21.737993157917966,125,1.450555389004935,1.4547422436832258,18,1.4479859106209751,1.4927197475836294,0.5,2.0
seasonal_two_timescale_control_32_13,seasonal_two_timescale_control,32.0,13,17.768828872359816,125,1.4364812544170005,1.4379894550093948,21,1.5827105731739726,1.671885498932312,0.5,2.0
seasonal_two_timescale_control_64_00,seasonal_two_timescale_control,64.0,0,13.886667900277246,125,1.5433192973362322,1.5045384143889369,27,1.8334919032470578,1.8384570932427846,0.5,2.0
seasonal_two_timescale_control_64_01,seasonal_two_timescale_control,64.0,1,25.99827118394786,125,1.4786888161361427,1.4055951025317253,15,1.7400105296236563,1.8529403776620637,0.5,2.0
seasonal_two_timescale_control_64_02,seasonal_two_timescale_control,64.0,2,30.116135425052367,125,1.5141403315150572,1.4871288904509223,13,1.6141877054189218,1.6224820436234797,0.5,2.0
seasonal_two_timescale_control_64_03,seasonal_two_timescale_control,64.0,3,24.21393059808507,125,1.5074301790234659,1.4805593622898605,16,1.7951196927535453,1.803467149726405,0.5,2.0
seasonal_two_timescale_control_64_04,seasonal_two_timescale_control,64.0,4,38.3677790641298,125,1.552673274551232,1.5471057558281822,10,1.6542650231404235,1.699320729116383,0.5,2.0
seasonal_two_timescale_control_64_05,seasonal_two_timescale_control,64.0,5,22.356219139098915,125,1.4721790465134375,1.400199959220499,17,1.737019339036576,1.8031800837220597,0.5,2.0
seasonal_two_timescale_control_64_06,seasonal_two_timescale_control,64.0,6,36.149477184883494,125,1.5359494585515756,1.4940099460212677,11,1.5955223012831914,1.6436441648601747,0.5,2.0
seasonal_two_timescale_control_64_07,seasonal_two_timescale_control,64.0,7,17.06554752111609,125,1.5313929459135038,1.5067052305436173,23,1.7442126404273552,1.7646919227204818,0.5,2.0
seasonal_two_timescale_control_64_08,seasonal_two_timescale_control,64.0,8,24.231071154201803,125,1.5433373431209274,1.5198321478242107,16,1.741716078146339,1.7931447721453964,0.5,2.0
seasonal_two_timescale_control_64_09,seasonal_two_timescale_control,64.0,9,19.861776319751257,125,1.4681220604551426,1.4025817279968409,19,1.8234791661442271,1.8563624252252964,0.5,2.0
seasonal_two_timescale_control_64_10,seasonal_two_timescale_control,64.0,10,21.995690613467133,125,1.5421222867189053,1.505054758932896,18,1.815036908723111,1.872649960456409,0.5,2.0
seasonal_two_timescale_control_64_11,seasonal_two_timescale_control,64.0,11,25.492760983148685,125,1.5152129294974965,1.4751920762648276,15,1.7701000321517235,1.8006697170862886,0.5,2.0
seasonal_two_timescale_control_64_12,seasonal_two_timescale_control,64.0,12,43.147769578699176,125,1.5525789087037092,1.5229206054962405,8,1.669899686679202,1.7417121554973192,0.5,2.0
seasonal_two_timescale_control_64_13,seasonal_two_timescale_control,64.0,13,42.98198385001027,125,1.5265417829063763,1.5013002801171136,8,1.52222640113057,1.5789263501454944,0.5,2.0
seasonal_two_timescale_control_128_00,seasonal_two_timescale_control,128.0,0,46.88357530904992,125,1.5683649362086463,1.498780632343398,7,1.8241625707698172,1.8588808005185606,0.5,2.0
seasonal_two_timescale_control_128_01,seasonal_two_timescale_control,128.0,1,59.432440424590574,125,1.5689478245479638,1.513232787404685,5,1.8607711108610672,1.871231034556717,0.5,2.0
seasonal_two_timescale_control_128_02,seasonal_two_timescale_control,128.0,2,39.815851094854935,125,1.5622822959436324,1.5088900538206218,9,1.8732094456056636,1.9080160485208932,0.5,2.0
seasonal_two_timescale_control_128_03,seasonal_two_timescale_control,128.0,3,47.53624183573772,125,1.5609656363764413,1.5122488571368036,7,1.887031686820061,1.9367710876938093,0.5,2.0
seasonal_two_timescale_control_128_04,seasonal_two_timescale_control,128.0,4,32.786609784213816,125,1.5491713442912969,1.5180602743417588,12,1.8363425677703802,1.8235642482700127,0.5,2.0
seasonal_two_timescale_control_128_05,seasonal_two_timescale_control,128.0,5,47.428955555259854,125,1.5492114054393678,1.515030448117404,7,1.8690622942008412,1.9352644886563737,0.5,2.0
seasonal_two_timescale_control_128_06,seasonal_two_timescale_control,128.0,6,39.82317157648838,125,1.5136203703605602,1.461873456522142,9,1.9280198308194778,1.9771122629455566,0.5,2.0
seasonal_two_timescale_control_128_07,seasonal_two_timescale_control,128.0,7,28.602478141694963,125,1.555451693247098,1.508192701752626,13,1.8817788638202484,1.8754982382982281,0.5,2.0
seasonal_two_timescale_control_128_08,seasonal_two_timescale_control,128.0,8,39.6066649280295,125,1.6009088699818628,1.5568832647583444,9,1.7758742984473082,1.8174962370651215,0.5,2.0
seasonal_two_timescale_control_128_09,seasonal_two_timescale_control,128.0,9,36.716499271410704,125,1.604906241312717,1.543327369458407,10,1.9267832854244364,1.948456684370846,0.5,2.0
seasonal_two_timescale_control_128_10,seasonal_two_timescale_control,128.0,10,46.59064077691923,125,1.5463983176687306,1.508165484747988,7,1.8374416950808905,1.9199495217072473,0.5,2.0
seasonal_two_timescale_control_128_11,seasonal_two_timescale_control,128.0,11,40.740190772700586,125,1.5748216331082259,1.5219480236717737,9,1.934208865066669,1.9783058106552964,0.5,2.0
seasonal_two_timescale_control_128_12,seasonal_two_timescale_control,128.0,12,54.51745866150158,125,1.5254133475922012,1.44498189192629,6,1.8274068653311801,1.8320113978439254,0.5,2.0
seasonal_two_timescale_control_128_13,seasonal_two_timescale_control,128.0,13,22.50390038388733,125,1.5720089256406315,1.5177162663680608,17,1.8919459174434934,1.8918445134202426,0.5,2.0
