gauge_id,n_years,missing_fraction,tau_acf_days,n_beta_rows,median_beta_all,gauge_name,gauge_lat,gauge_lon,area_ana,area_gsim,area_gsim_quality,elev_gauge,elev_mean,slope_mean,area,p_mean,pet_mean,et_mean,aridity,p_seasonality,asynchronicity,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,geol_class_1st,geol_class_1st_perc,geol_class_2nd,geol_class_2nd_perc,carb_rocks_perc,geol_porosity,geol_permeability,sand_perc,silt_perc,clay_perc,org_carbon_content,bedrock_depth,water_table_depth,consumptive_use,consumptive_use_perc,reservoirs_vol,regulation_degree
13710001,44.83504449007529,0.015571568148510014,34.97854592299424,125,3.3673584021971266,valparaiso_-_montante,-8.6533,-67.375,105000.0,105814.3,high,104.0,250.9295,12.2913,105814.3,5.10046,3.09124,3.73284,0.60607,0.66773,0.12952,0.0,5.9,1.02609,djf,127.95,3.37154,jja,1.67835,0.3281,1.83214,5.53234,0.71149,185.0,0.0997,4.7811,0.0,0.0,116.82064,67.14706,0.0,siliciclastic_sedimentary_rocks,68.73,unconsolidated_sediments,17.66,0.0,0.1968,-11.162,36.4632,30.387,33.1572,8.1567,2444.0053,449.2015,0.6105,0.0997,7.0,0.0108
13750000,44.83504449007529,0.009342940889106009,47.92493836502413,125,2.325568120800548,seringal_fortaleza,-7.7156,-66.9997,154000.0,154834.0,high,112.0,225.7759,11.4357,154834.0,5.42786,3.10547,3.81651,0.57214,0.61902,0.13338,0.0,3.35,1.0,djf,108.6,3.23696,jja,2.15236,0.39397,2.17474,4.7409,0.76302,192.05263,0.24838,5.31479,0.0,0.0,83.70312,69.20833,0.0,siliciclastic_sedimentary_rocks,72.75,unconsolidated_sediments,17.93,0.0,0.1964,-10.9786,35.8294,30.938,33.2393,11.5069,2427.8616,320.9974,0.404,0.0514,7.0,0.0058
13870000,44.668035592060235,0.0,68.668378546939,125,1.555226954021048,labrea,-7.2581,-64.7975,226000.0,227861.4,high,51.0,194.3083,10.5582,227861.4,5.52056,3.12519,3.85387,0.5661,0.57175,0.14486,0.0,2.05,1.0,djf,98.25,3.39378,jja,2.15634,0.39041,1.29089,4.27399,0.80234,203.1,0.3516,4.5324,0.0,0.0,51.94221,47.09091,0.0,siliciclastic_sedimentary_rocks,61.3,unconsolidated_sediments,27.28,0.0,0.1907,-11.0904,36.2671,30.5682,33.1727,14.8151,2526.0642,209.6993,0.3237,0.0411,8.0,0.0045
13880000,44.668035592060235,0.002390438247011952,96.27799331446079,125,1.517248722900434,canutama,-6.5389,-64.3858,236000.0,237654.6,high,43.0,189.8427,10.3691,237654.6,5.55522,3.12795,3.86475,0.56306,0.56388,0.14555,0.0,1.75,1.0,djf,95.75,3.41355,jja,2.2888,0.41201,0.979,4.18361,0.81607,209.0,0.3955,4.6067,0.0,0.0,45.4,43.2381,0.0,siliciclastic_sedimentary_rocks,58.86,unconsolidated_sediments,30.13,0.0,0.1919,-11.0928,36.2074,30.6839,33.1165,15.0131,2526.3411,193.8999,0.312,0.0374,8.0,0.004
14100000,44.0848733744011,0.005713575953297727,110.58790933050904,125,1.7607676242885428,manacapuru,-3.3106,-60.6094,2200000.0,2200203.0,high,6.0,627.7019,48.2034,2200203.0,6.32973,3.00837,3.77217,0.47528,0.20203,0.11886,0.0,0.0,0.0,,21.15,2.07353,jja,3.99212,0.63124,0.61653,0.99346,0.91995,221.73684,2.3199,5.64412,0.0,0.0,0.0,0.0,0.0,unconsolidated_sediments,38.97,siliciclastic_sedimentary_rocks,28.42,4.07,0.1835,-12.5023,40.2847,28.523,31.1979,35.7359,2143.0416,115.5005,0.1099,0.0075,1726.0,0.0538
14110000,44.498288843258045,0.046945179351504336,43.01335543159489,125,2.629415434981653,cucui,1.2153,-66.8525,74300.0,74513.71,high,80.0,233.3013,21.7262,74513.71,8.53279,3.06426,4.30217,0.35912,-0.37261,0.13868,0.0,0.9,1.0,jja,41.7,1.75579,djf,5.86307,0.68731,0.82931,1.74231,0.81301,253.57895,1.3112,11.652,0.0,0.0,15.61412,23.92308,0.0,acid_plutonic_rocks,51.9,metamorphics,24.38,0.0,0.0554,-13.7294,52.6391,19.942,27.4226,24.4567,1755.7344,82.5,0.0104,0.0005,0.0,0.0
14230000,44.498288843258045,0.06091183166184704,24.325400739996184,125,3.348861715066534,missao_icana,1.0744,-67.5947,23600.0,23497.75,high,78.0,160.6365,10.1185,23497.75,9.81837,2.97093,4.3223,0.30259,-0.26914,0.12715,0.0,2.45,1.04255,jja,56.9,1.6119,djf,6.97804,0.71071,0.98189,1.51743,0.81639,239.55,2.4915,12.3288,0.0,0.0,2.9,14.5,0.0,metamorphics,40.76,acid_plutonic_rocks,30.92,0.0,0.0694,-12.9105,56.0614,20.5835,23.3626,15.0053,2047.7176,7.2,0.0105,0.0004,0.0,0.0
14250000,44.498288843258045,0.06472651202854858,44.42859523561634,125,2.571042568948385,sao_felipe,0.3717,-67.3128,124000.0,123844.4,high,80.0,194.0205,16.425,123844.4,8.97833,3.03108,4.30978,0.3376,-0.3057,0.1301,0.0,0.65,1.0,jja,31.65,1.65274,djf,5.78111,0.6439,1.25387,1.5995,0.82389,246.25,1.757,10.863,0.0,0.0,6.75,19.28571,0.0,acid_plutonic_rocks,44.23,metamorphics,28.73,0.0,0.0641,-13.3687,53.8648,20.533,25.6076,21.7934,1856.9586,39.3998,0.0105,0.0005,0.0,0.0
14260000,44.16427104722793,0.04382865290434567,25.10245425776301,125,3.7673647845183575,uaracu,0.4769,-69.1281,40200.0,39726.65,high,85.0,215.326,10.5374,39726.65,9.50349,2.98663,4.22307,0.31427,-0.28483,0.134,0.0,1.95,1.0,jja,53.65,1.91266,djf,5.31983,0.55952,0.33147,1.65955,0.79751,248.21053,1.1309,10.0653,0.0,0.0,16.81907,11.16667,0.0,siliciclastic_sedimentary_rocks,54.15,metamorphics,25.24,5.89,0.1287,-13.9088,53.0204,19.5341,27.4467,16.5533,2078.9496,5.2999,0.0105,0.0005,0.0,0.0
14280001,44.498288843258045,0.05986587091613856,30.268498087568936,125,3.550694841721576,taraqua,0.1303,-68.5386,44300.0,43867.04,high,73.0,206.6952,10.3668,43867.04,9.46242,2.98801,4.22936,0.31578,-0.27048,0.13053,0.0,1.65,1.0,jja,48.8,1.87692,djf,5.44826,0.57578,1.9201,1.50662,0.79733,246.1,1.3748,10.34618,0.0,0.0,12.55,13.21053,0.0,siliciclastic_sedimentary_rocks,49.04,metamorphics,22.88,5.34,0.1329,-13.7183,53.2452,19.7387,27.018,17.2327,2102.5795,8.3,0.0105,0.0005,0.0,0.0
14310000,43.65503080082136,0.11577296958294137,14.995969465209736,125,3.5352567873316305,cunuri,0.2094,-69.3781,4250.0,4556.995,medium,99.0,156.6731,7.5179,4556.995,8.95015,2.98206,4.25197,0.33319,-0.16094,0.09945,0.0,3.9,1.0,jja,94.8,1.64441,jja,6.46597,0.72202,1.23889,1.63293,0.72646,228.42105,2.10222,12.396,0.0,0.0,2.46995,6.125,0.0,acid_plutonic_rocks,73.44,metamorphics,16.33,0.0,0.0296,-13.0349,52.0347,20.688,27.288,18.0696,2005.2128,0.0,0.0105,0.0004,0.0,0.0
14330000,44.498288843258045,0.011320986894727127,40.54109578996074,125,3.0290092362577514,curicuriari,-0.2006,-66.8022,194000.0,193303.7,high,64.0,187.5934,14.0643,193303.7,9.07916,3.01794,4.28757,0.3324,-0.26986,0.12491,0.0,0.35,1.0,jja,23.75,1.79924,djf,5.73984,0.6322,1.4306,1.41012,0.83283,242.1,2.0788,10.2967,0.0,0.0,3.2,10.66667,0.0,acid_plutonic_rocks,33.64,metamorphics,26.18,1.21,0.0871,-13.3132,53.7106,20.6235,25.6713,20.8802,1951.5816,26.3,0.0105,0.0005,0.0,0.0
14350000,44.498288843258045,0.06558789146619086,28.893109046921087,125,2.831940504209388,jusante_da_cachoeira_do_caju,-0.2461,-67.0092,13100.0,13454.33,high,84.0,105.9621,7.1631,13454.33,8.92858,3.02776,4.33337,0.33911,-0.04646,0.08918,0.0,2.3,1.0,mam,68.85,1.44038,jja,6.05357,0.678,1.20526,1.36731,0.815,223.75,2.3504,10.6498,0.0,0.0,1.65,8.25,0.0,unconsolidated_sediments,87.53,metamorphics,8.05,0.0,0.1938,-11.633,54.8353,24.353,20.8215,27.4406,2362.1276,0.0,0.0093,0.0004,0.0,0.0
14440000,44.16427104722793,0.06602194532267064,53.16813381578523,125,3.2554494870112918,posto_ajuricaba,0.8842,-62.6219,16900.0,17771.58,high,52.0,217.0425,36.6135,17771.58,6.01697,3.04423,4.03526,0.50594,-0.55077,0.13458,0.0,8.55,1.03012,mam,134.4,2.56244,djf,2.49041,0.4139,1.81976,3.33438,0.69297,269.15,0.1293,7.3752,0.0,0.0,66.65,19.89552,0.0,acid_plutonic_rocks,67.3,metamorphics,25.44,0.0,0.023,-13.1426,43.1981,19.2531,37.5655,13.2162,2182.5191,128.4977,0.0071,0.0008,0.0,0.0
14515000,44.24914442162902,0.00569236480633585,120.91090282134525,125,3.2999311836080354,fazenda_passarao,3.2078,-60.5711,50200.0,49360.72,high,85.0,417.0651,42.7683,49360.72,5.69194,3.2531,3.89561,0.57153,-0.62206,0.18762,0.0,8.1,1.03846,mam,137.2,2.81148,djf,2.76839,0.48449,1.60483,2.14513,0.75878,258.125,0.5529,6.8798,0.0,0.0,18.37409,11.41935,0.0,metamorphics,46.21,acid_plutonic_rocks,26.22,0.0,0.0422,-13.6565,42.4019,21.1608,36.4416,17.2532,2361.676,690.8264,0.3701,0.0366,20.0,0.0401
14526000,44.24914442162902,0.10765994307635193,29.810589881569634,125,3.2881884387152502,bonfim,3.3811,-59.8111,9860.0,10020.33,high,80.0,187.8192,21.8202,10020.33,4.98781,3.23919,2.92415,0.64942,-0.90939,0.17905,0.0,18.4,1.16088,jja,197.55,3.82108,djf,1.77739,0.35456,2.09893,8.01508,0.50136,300.05263,0.015,8.96028,88.20749,13.38462,201.66058,53.75676,0.0,metamorphics,88.88,siliciclastic_sedimentary_rocks,6.28,0.0,0.025,-13.3607,50.83,18.4378,30.7317,11.7429,3358.3957,185.1009,0.5637,0.0869,0.0,0.0
14680001,44.33127994524298,0.009449110671936758,138.46727320478269,125,2.3383893800279116,fe_e_esperanca,2.8708,-61.4406,12200.0,12473.34,high,81.0,395.7454,36.665,12473.34,5.61945,3.05247,4.13321,0.5432,-0.62398,0.1756,0.0,11.95,1.03463,mam,163.4,2.85914,djf,2.29523,0.40526,1.39007,1.95911,0.77333,241.42105,0.4918,5.2297,0.0,0.0,14.19339,9.26667,0.0,metamorphics,88.88,acid_plutonic_rocks,7.6,0.0,0.0101,-14.0349,40.4319,19.4425,40.1456,15.2515,2083.746,872.6947,0.1372,0.0164,0.0,0.0
15030000,44.16427104722793,0.019155663009112887,138.04935322104618,125,1.742751341433192,jatuarana,-3.0633,-59.6478,2930000.0,2930404.0,high,6.0,512.2986,40.9004,2930404.0,6.55525,3.02733,3.81908,0.46182,0.04393,0.12295,0.0,0.0,0.0,,6.1,1.60526,jja,3.83614,0.5852,0.3373,1.05579,0.91758,223.2,2.11942,5.4386,0.0,0.0,0.0,0.0,0.0,unconsolidated_sediments,39.46,siliciclastic_sedimentary_rocks,23.93,3.14,0.1686,-12.5255,42.0387,26.9335,31.0332,32.4873,2136.9876,88.2,0.1456,0.0104,1934.0,0.0471
15130000,44.58316221765914,0.07792925571112749,69.67912385134466,125,2.215919655212315,pimenteiras,-13.4858,-61.05,54400.0,55983.24,high,170.0,343.3542,25.2993,55983.24,3.95258,3.21797,3.18818,0.81414,0.82544,0.19164,0.0,6.95,1.04511,djf,157.5,4.41176,jja,0.76205,0.19478,1.0243,2.54151,0.84392,197.55556,0.2591,1.4831,0.0,0.0,0.0,0.0,0.0,unconsolidated_sediments,40.21,acid_plutonic_rocks,21.43,0.0,0.1422,-12.9024,55.3283,16.5551,28.1182,9.3267,2472.1498,1128.2384,1.026,0.3689,35.0,0.2248
15400000,44.7501711156742,0.0,167.3245803345469,125,2.5386592681774682,porto_velho,-8.7483,-63.9169,976000.0,995526.5,high,52.0,642.3734,51.2862,995526.5,4.12762,3.03224,3.01028,0.73462,0.80765,0.17063,0.0,2.45,1.06522,djf,124.45,4.10726,jja,1.5957,0.38659,1.21019,2.66605,0.82005,198.5,0.3425,3.35174,0.0,0.0,13.4,14.88889,0.0,mixed_sedimentary_rocks,60.47,acid_plutonic_rocks,13.22,0.29,0.1661,-12.2969,44.6277,24.6645,30.7143,15.9792,2472.7461,426.1748,0.9096,0.1562,3482.0,0.6005
15550000,44.16427104722793,0.014134275618374558,82.01967136664473,125,1.9800874356788436,santa_isabel,-8.7986,-63.7106,12700.0,12376.43,high,68.0,155.1046,19.8123,12376.43,5.72703,3.1902,3.72504,0.55704,0.33931,0.20555,0.0,7.55,1.01342,djf,137.85,3.1836,jja,2.40317,0.42294,1.51266,4.40701,0.75814,204.23529,0.3197,6.4068,0.0,0.0,81.61112,50.67742,0.0,metamorphics,63.29,unconsolidated_sediments,19.57,0.0,0.0603,-13.1045,41.8931,19.5843,38.5174,10.5646,2352.7363,489.8935,1.5141,0.1726,7.0,0.0645
15700000,44.68446269678302,0.012254151093682985,166.366028475885,125,2.1402296172402537,manicore,-5.8167,-61.3019,1150000.0,1173701.0,high,26.0,570.896,45.9877,1173701.0,4.38349,3.056,3.1134,0.69716,0.784,0.1758,0.0,0.95,1.05556,djf,108.05,4.13985,jja,1.90246,0.4303,0.71397,2.53305,0.83465,208.83333,0.431,3.7273,0.0,0.0,10.19232,22.33333,0.0,mixed_sedimentary_rocks,51.97,unconsolidated_sediments,14.8,0.25,0.162,-12.3613,44.4469,24.3746,31.184,15.5016,2460.1005,402.5092,1.0288,0.1482,9127.0,1.1199
15800000,44.83504449007529,0.01746458231558378,49.52449339187814,125,2.804611751904384,boca_do_guariba,-7.7058,-60.5783,70100.0,70460.28,high,60.0,203.6962,22.6079,70460.28,6.05082,3.10724,3.78911,0.51352,-0.08711,0.22197,0.0,3.5,1.0,djf,115.6,4.20364,jja,1.73656,0.2862,3.0543,4.92152,0.74687,198.57895,0.167,4.6986,0.0,0.0,100.2883,60.60606,0.0,acid_plutonic_rocks,46.13,siliciclastic_sedimentary_rocks,17.28,0.0,0.0821,-13.0834,43.8507,20.6557,35.4885,11.0579,1861.1443,735.8965,0.2884,0.0455,54.0,0.1209
15910000,44.83504449007529,0.01844162188568637,59.58140223493226,125,3.141807163003582,santarem_sucunduri,-6.7956,-59.0422,12700.0,12688.68,high,43.0,169.063,24.8697,12688.68,6.24857,3.119,3.87893,0.49915,-0.48013,0.2265,0.0,4.95,1.0,djf,122.7,2.93541,jja,2.91953,0.46561,1.31683,5.32531,0.71906,200.88889,0.2152,8.78417,0.0,0.0,112.05787,38.87719,0.0,siliciclastic_sedimentary_rocks,81.16,intermediate_volcanic_rocks,10.43,0.0,0.2062,-13.4994,40.9999,20.285,38.7202,12.3441,2263.572,891.8287,0.0516,0.0048,0.0,0.0
15930000,44.83504449007529,0.18521006350757205,43.47790231608653,125,2.4964058186665565,acari_br-230,-7.1014,-59.6833,4990.0,5014.57,high,110.0,178.3697,24.9536,5014.57,6.63502,3.07472,3.82639,0.46341,-0.31307,0.2236,0.0,5.2,1.00971,djf,129.4,2.68465,jja,3.13735,0.47299,1.75093,4.97814,0.72352,199.36842,0.1671,8.82384,0.0,0.0,108.02453,44.27083,0.0,intermediate_volcanic_rocks,69.42,siliciclastic_sedimentary_rocks,28.77,0.0,0.1373,-12.9543,39.452,19.3829,41.1624,12.2216,2280.7355,816.0078,0.0516,0.0045,0.0,0.0
17050001,44.83504449007529,0.014960918417195896,132.85901976827316,125,1.5567252266240685,obidos,-1.9192,-55.5131,4670000.0,4720020.0,high,10.0,480.0521,39.4279,4720020.0,5.98117,3.04733,3.65489,0.50949,0.17439,0.14878,0.0,0.0,0.0,,5.3,1.60606,jja,3.18105,0.53184,1.11738,1.15021,0.914,223.6,1.721,4.6318,0.0,0.0,0.0,0.0,0.0,unconsolidated_sediments,30.87,mixed_sedimentary_rocks,22.66,2.01,0.1643,-12.5234,42.3309,25.5788,32.0944,25.693,2229.3997,169.2005,0.2768,0.0238,31145.0,0.5683
17090000,44.16427104722793,0.01140660839377596,90.14112693335532,125,2.4202305325599807,boca_do_inferno,-1.5031,-54.8728,19800.0,19697.75,high,19.0,356.6417,37.1895,19697.75,5.63451,3.23278,4.28535,0.57375,-0.83847,0.26105,0.0,12.3,1.10811,mam,153.25,2.9135,son,0.72156,0.12802,3.03285,4.6892,0.67288,248.33333,0.0146,2.87803,20.93423,8.0,128.53618,50.12245,0.0,acid_plutonic_rocks,83.44,siliciclastic_sedimentary_rocks,8.12,0.0,0.0328,-13.1566,37.4675,20.1487,42.3616,8.6755,2810.9055,1422.2612,0.1712,0.065,0.0,0.0
17200000,44.733744010951405,0.04645327131403391,45.21535412846779,125,2.8379255124806204,porto_roncador,-13.5575,-55.3347,10800.0,10878.8,high,350.0,473.7326,22.3925,10878.8,4.89851,3.28497,2.76866,0.67061,0.9733,0.20237,0.0,11.85,1.19697,djf,181.75,5.00689,jja,2.10008,0.4218,1.17544,3.79903,0.68188,169.22222,0.3835,6.3878,3.80308,12.33333,41.01161,18.55814,0.0,siliciclastic_sedimentary_rocks,92.96,unconsolidated_sediments,5.49,1.55,0.2079,-14.3825,59.1236,13.631,27.2382,8.7165,2703.7123,1039.513,0.7023,0.0916,0.0,0.0
17345000,39.748117727583846,0.0429811268769803,71.16340276802897,125,2.403976042347442,base_do_cachimbo,-9.3589,-54.9039,465.0,493.6863,medium,457.0,544.4778,23.8587,493.6863,6.293,3.15189,3.5843,0.50086,-0.21056,0.2453,0.0,8.8,1.07317,djf,168.9,3.787,jja,4.41234,0.70232,0.29386,1.52162,0.8004,173.89474,1.9426,9.3042,0.0,0.0,0.0,0.0,0.0,siliciclastic_sedimentary_rocks,100.0,,0.0,0.0,0.19,-15.2,55.9419,14.3083,29.7296,11.8267,2574.0707,1365.1327,0.2468,0.0153,0.0,0.0
17350000,44.58316221765914,0.049496438221567185,15.395517981255969,125,2.9070854146270855,cachimbo,-9.8172,-54.8858,1010.0,1009.803,high,300.0,446.0865,35.9705,1009.803,6.00854,3.14312,3.46734,0.52311,0.01465,0.2441,0.0,10.05,1.08065,djf,168.8,3.99527,jja,2.45633,0.40881,1.53395,5.15441,0.66832,178.9,0.2096,7.87576,4.85,3.88,117.1,47.79592,0.0,intermediate_volcanic_rocks,70.45,siliciclastic_sedimentary_rocks,29.43,0.0,0.1194,-13.3015,51.6551,17.2768,31.0655,10.292,1717.5154,1599.4112,1.0216,0.1139,0.0,0.0
18200000,44.498288843258045,0.011320986894727127,84.30121425173682,125,2.3702333117760017,arapari,-1.7789,-54.3972,12400.0,12420.47,high,16.0,350.7705,40.1595,12420.47,5.14721,3.18853,4.1601,0.61947,-0.90695,0.27298,0.0,13.8,1.1358,mam,167.45,3.03902,son,0.91776,0.17711,1.62759,4.02404,0.68263,246.44444,0.0271,3.22752,7.76581,4.31429,94.42397,31.11864,0.0,acid_plutonic_rocks,78.46,siliciclastic_sedimentary_rocks,19.9,0.0,0.0482,-13.7131,36.9133,20.4971,42.5634,8.8804,2947.713,1520.3602,0.3215,0.096,0.0,0.0
18850000,35.00068446269678,0.011889862327909888,52.60280910677325,125,1.8389273930898453,altamira,-3.2147,-52.2122,448000.0,452452.1,high,89.0,315.0084,23.6942,452452.1,5.40926,3.11404,3.48536,0.57569,-0.30785,0.23034,0.0,1.75,1.09375,djf,99.95,5.04798,jja,1.48547,0.27851,1.71112,4.61022,0.7512,209.58824,0.1852,4.2219,0.0,0.0,90.22009,56.6129,0.0,metamorphics,28.23,unconsolidated_sediments,27.48,0.0,0.1111,-12.9355,49.0234,17.3487,33.6206,10.0781,2649.1328,786.8968,0.4502,0.083,110.0,0.0448
19150000,35.00068446269678,0.0,99.90205434955232,125,2.8334006038502393,sao_francisco,-0.5692,-52.5692,51500.0,51766.67,high,37.0,275.5607,32.3007,51766.67,5.93668,3.21015,4.33831,0.54073,-0.76154,0.25329,0.0,6.95,1.07752,mam,132.75,2.9402,son,1.89225,0.31974,1.53491,2.60583,0.7707,245.36842,0.2554,4.8435,0.0,0.0,39.01363,33.73913,0.0,acid_plutonic_rocks,54.93,metamorphics,37.67,0.0,0.0166,-13.1449,36.9631,20.2425,42.7859,8.8287,3413.0655,949.7308,0.0626,0.0091,0.0,0.0
